qx,qy,LHS_num,RHS_exact,abs_err,rel_err
-0.47959183673469385,-0.37755102040816324,-7.329306318729462e+16,2.827045592902703e+33,-2.827045592902703e+33,-1.0
-0.47959183673469385,-0.35714285714285715,-7.329306318729462e+16,2.700501140935505e+33,-2.700501140935505e+33,-1.0
-0.47959183673469385,-0.33673469387755106,-7.329306318729462e+16,2.5782102839923697e+33,-2.5782102839923697e+33,-1.0
-0.47959183673469385,-0.3163265306122449,-7.329306318729462e+16,2.4601730220732956e+33,-2.4601730220732956e+33,-1.0
-0.47959183673469385,-0.29591836734693877,-7.329306318729462e+16,2.346389355178284e+33,-2.346389355178284e+33,-1.0
-0.47959183673469385,-0.2755102040816327,-7.329306318729462e+16,2.2368592833073355e+33,-2.2368592833073355e+33,-1.0
-0.47959183673469385,-0.25510204081632654,-7.329306318729462e+16,2.1315828064604486e+33,-2.1315828064604486e+33,-1.0
-0.47959183673469385,-0.23469387755102045,-7.329306318729462e+16,2.0305599246376245e+33,-2.0305599246376245e+33,-1.0
-0.47959183673469385,-0.2142857142857143,-7.329306318729462e+16,1.9337906378388622e+33,-1.9337906378388622e+33,-1.0
-0.47959183673469385,-0.1938775510204082,-7.329306318729462e+16,1.8412749460641628e+33,-1.8412749460641628e+33,-1.0
-0.47959183673469385,-0.17346938775510207,-7.329306318729462e+16,1.7530128493135245e+33,-1.7530128493135245e+33,-1.0
-0.47959183673469385,-0.15306122448979592,-7.329306318729462e+16,1.6690043475869494e+33,-1.6690043475869494e+33,-1.0
-0.47959183673469385,-0.13265306122448983,-7.329306318729462e+16,1.5892494408844363e+33,-1.5892494408844363e+33,-1.0
-0.47959183673469385,-0.11224489795918369,-7.329306318729462e+16,1.5137481292059857e+33,-1.5137481292059857e+33,-1.0
-0.47959183673469385,-0.0918367346938776,-7.329306318729462e+16,1.4425004125515975e+33,-1.4425004125515975e+33,-1.0
-0.47959183673469385,-0.07142857142857145,-7.329306318729462e+16,1.375506290921271e+33,-1.375506290921271e+33,-1.0
-0.47959183673469385,-0.05102040816326536,-7.329306318729462e+16,1.312765764315007e+33,-1.312765764315007e+33,-1.0
-0.47959183673469385,-0.030612244897959218,-5.850378036849606e+16,1.2542788327328059e+33,-1.2542788327328059e+33,-1.0
-0.47959183673469385,-0.010204081632653073,-5.850378036849606e+16,1.2000454961746661e+33,-1.2000454961746661e+33,-1.0
-0.47959183673469385,0.010204081632653073,-5.850378036849606e+16,1.150065754640589e+33,-1.150065754640589e+33,-1.0
-0.47959183673469385,0.030612244897959107,-5.850378036849606e+16,1.1043396081305744e+33,-1.1043396081305744e+33,-1.0
-0.47959183673469385,0.05102040816326525,-5.850378036849606e+16,1.0628670566446221e+33,-1.0628670566446221e+33,-1.0
-0.47959183673469385,0.0714285714285714,-5.850378036849606e+16,1.0256481001827314e+33,-1.0256481001827314e+33,-1.0
-0.47959183673469385,0.09183673469387754,-5.850378036849606e+16,9.92682738744904e+32,-9.92682738744904e+32,-1.0
-0.47959183673469385,0.11224489795918358,-5.850378036849606e+16,9.639709723311381e+32,-9.639709723311381e+32,-1.0
-0.47959183673469385,0.13265306122448972,-5.850378036849606e+16,9.395128009414348e+32,-9.395128009414348e+32,-1.0
-0.47959183673469385,0.15306122448979587,-5.850378036849606e+16,9.193082245757935e+32,-9.193082245757935e+32,-1.0
-0.47959183673469385,0.173469387755102,-7044682639302.587,9.033572432342146e+32,-9.033572432342146e+32,-1.0
-0.47959183673469385,0.19387755102040816,-7044682639302.587,8.916598569166981e+32,-8.916598569166981e+32,-1.0
-0.47959183673469385,0.2142857142857142,-7044682639302.587,8.84216065623244e+32,-8.84216065623244e+32,-1.0
-0.47959183673469385,0.23469387755102034,-7044682639302.587,8.810258693538519e+32,-8.810258693538519e+32,-1.0
-0.47959183673469385,0.2551020408163265,-7044682639302.587,8.82089268108522e+32,-8.82089268108522e+32,-1.0
-0.47959183673469385,0.2755102040816326,-7044682639302.587,8.87406261887255e+32,-8.87406261887255e+32,-1.0
-0.47959183673469385,0.29591836734693866,-0.0,8.969768506900495e+32,-8.969768506900495e+32,-1.0
-0.47959183673469385,0.3163265306122448,-0.0,9.108010345169067e+32,-9.108010345169067e+32,-1.0
-0.47959183673469385,0.33673469387755095,-0.0,9.28878813367826e+32,-9.28878813367826e+32,-1.0
-0.47959183673469385,0.3571428571428571,-0.0,9.512101872428082e+32,-9.512101872428082e+32,-1.0
-0.47959183673469385,0.37755102040816324,-0.0,9.777951561418515e+32,-9.777951561418515e+32,-1.0
-0.47959183673469385,0.3979591836734693,-1.478928281879856e+16,1.0086337200649576e+33,-1.0086337200649576e+33,-1.0
-0.47959183673469385,0.4183673469387754,-1.478928281879856e+16,1.0437258790121265e+33,-1.0437258790121265e+33,-1.0
-0.47959183673469385,0.43877551020408156,-1.478928281879856e+16,1.0830716329833574e+33,-1.0830716329833574e+33,-1.0
-0.47959183673469385,0.4591836734693877,-1.478928281879856e+16,1.1266709819786503e+33,-1.1266709819786503e+33,-1.0
-0.47959183673469385,0.47959183673469385,-1.478928281879856e+16,1.1745239259980056e+33,-1.1745239259980056e+33,-1.0
-0.47959183673469385,0.5,-1.634501442279807e+16,1.2266304650414236e+33,-1.2266304650414236e+33,-1.0
-0.45918367346938777,-0.5,-1.634501442279807e+16,3.525698575610733e+33,-3.525698575610733e+33,-1.0
-0.45918367346938777,-0.47959183673469385,-1.634501442279807e+16,3.37575935101125e+33,-3.37575935101125e+33,-1.0
-0.45918367346938777,-0.45918367346938777,-1.634501442279807e+16,3.230073721435829e+33,-3.230073721435829e+33,-1.0
-0.45918367346938777,-0.4387755102040816,-1.4796327501437866e+16,3.0886416868844695e+33,-3.0886416868844695e+33,-1.0
-0.45918367346938777,-0.41836734693877553,-7.329306318729462e+16,2.951463247357174e+33,-2.951463247357174e+33,-1.0
-0.45918367346938777,-0.3979591836734694,-7.329306318729462e+16,2.818538402853939e+33,-2.818538402853939e+33,-1.0
-0.45918367346938777,-0.37755102040816324,-7.329306318729462e+16,2.689867153374767e+33,-2.689867153374767e+33,-1.0
-0.45918367346938777,-0.35714285714285715,-7.329306318729462e+16,2.5654494989196573e+33,-2.5654494989196573e+33,-1.0
-0.45918367346938777,-0.33673469387755106,-7.329306318729462e+16,2.4452854394886106e+33,-2.4452854394886106e+33,-1.0
-0.45918367346938777,-0.3163265306122449,-7.329306318729462e+16,2.3293749750816256e+33,-2.3293749750816256e+33,-1.0
-0.45918367346938777,-0.29591836734693877,-7.329306318729462e+16,2.217718105698702e+33,-2.217718105698702e+33,-1.0
-0.45918367346938777,-0.2755102040816327,-7.329306318729462e+16,2.1103148313398414e+33,-2.1103148313398414e+33,-1.0
-0.45918367346938777,-0.25510204081632654,-7.329306318729462e+16,2.007165152005043e+33,-2.007165152005043e+33,-1.0
-0.45918367346938777,-0.23469387755102045,-7.329306318729462e+16,1.9082690676943077e+33,-1.9082690676943077e+33,-1.0
-0.45918367346938777,-0.2142857142857143,-7.329306318729462e+16,1.8136265784076336e+33,-1.8136265784076336e+33,-1.0
-0.45918367346938777,-0.1938775510204082,-7.329306318729462e+16,1.7232376841450218e+33,-1.7232376841450218e+33,-1.0
-0.45918367346938777,-0.17346938775510207,-7.329306318729462e+16,1.637102384906473e+33,-1.637102384906473e+33,-1.0
-0.45918367346938777,-0.15306122448979592,-7.329306318729462e+16,1.5552206806919863e+33,-1.5552206806919863e+33,-1.0
-0.45918367346938777,-0.13265306122448983,-7.329306318729462e+16,1.477592571501561e+33,-1.477592571501561e+33,-1.0
-0.45918367346938777,-0.11224489795918369,-7.329306318729462e+16,1.404218057335199e+33,-1.404218057335199e+33,-1.0
-0.45918367346938777,-0.0918367346938776,-7.329306318729462e+16,1.3350971381928994e+33,-1.3350971381928994e+33,-1.0
-0.45918367346938777,-0.07142857142857145,-7.329306318729462e+16,1.2702298140746615e+33,-1.2702298140746617e+33,-1.0000000000000002
-0.45918367346938777,-0.05102040816326536,-7.329306318729462e+16,1.2096160849804861e+33,-1.2096160849804863e+33,-1.0000000000000002
-0.45918367346938777,-0.030612244897959218,-7.329306318729462e+16,1.1532559509103727e+33,-1.1532559509103729e+33,-1.0000000000000002
-0.45918367346938777,-0.010204081632653073,-7.329306318729462e+16,1.1011494118643215e+33,-1.1011494118643216e+33,-1.0000000000000002
-0.45918367346938777,0.010204081632653073,-7.329306318729462e+16,1.0532964678423331e+33,-1.0532964678423332e+33,-1.0000000000000002
-0.45918367346938777,0.030612244897959107,-5.850378036849606e+16,1.0096971188444066e+33,-1.0096971188444066e+33,-1.0
-0.45918367346938777,0.05102040816326525,-5.850378036849606e+16,9.703513648705428e+32,-9.703513648705428e+32,-1.0
-0.45918367346938777,0.0714285714285714,-5.850378036849606e+16,9.352592059207406e+32,-9.352592059207406e+32,-1.0
-0.45918367346938777,0.09183673469387754,-5.850378036849606e+16,9.044206419950011e+32,-9.044206419950011e+32,-1.0
-0.45918367346938777,0.11224489795918358,-5.850378036849606e+16,8.778356730933236e+32,-8.778356730933236e+32,-1.0
-0.45918367346938777,0.13265306122448972,-5.850378036849606e+16,8.555042992157088e+32,-8.555042992157088e+32,-1.0
-0.45918367346938777,0.15306122448979587,-5.850378036849606e+16,8.37426520362156e+32,-8.37426520362156e+32,-1.0
-0.45918367346938777,0.173469387755102,-5.850378036849606e+16,8.236023365326653e+32,-8.236023365326653e+32,-1.0
-0.45918367346938777,0.19387755102040816,-5.850378036849606e+16,8.140317477272375e+32,-8.140317477272375e+32,-1.0
-0.45918367346938777,0.2142857142857142,-5.850378036849606e+16,8.087147539458717e+32,-8.087147539458717e+32,-1.0
-0.45918367346938777,0.23469387755102034,-7044682639302.587,8.076513551885677e+32,-8.076513551885677e+32,-1.0
-0.45918367346938777,0.2551020408163265,-7044682639302.587,8.108415514553265e+32,-8.108415514553265e+32,-1.0
-0.45918367346938777,0.2755102040816326,-0.0,8.182853427461472e+32,-8.182853427461472e+32,-1.0
-0.45918367346938777,0.29591836734693866,-0.0,8.299827290610305e+32,-8.299827290610305e+32,-1.0
-0.45918367346938777,0.3163265306122448,-0.0,8.459337103999761e+32,-8.459337103999761e+32,-1.0
-0.45918367346938777,0.33673469387755095,-0.0,8.661382867629836e+32,-8.661382867629836e+32,-1.0
-0.45918367346938777,0.3571428571428571,-0.0,8.905964581500539e+32,-8.905964581500539e+32,-1.0
-0.45918367346938777,0.37755102040816324,-1.478928281879856e+16,9.193082245611864e+32,-9.193082245611864e+32,-1.0
-0.45918367346938777,0.3979591836734693,-1.478928281879856e+16,9.522735859963809e+32,-9.522735859963809e+32,-1.0
-0.45918367346938777,0.4183673469387754,-1.478928281879856e+16,9.894925424556377e+32,-9.894925424556377e+32,-1.0
-0.45918367346938777,0.43877551020408156,-1.478928281879856e+16,1.0309650939389569e+33,-1.0309650939389569e+33,-1.0
-0.45918367346938777,0.4591836734693877,-1.478928281879856e+16,1.0766912404463385e+33,-1.0766912404463385e+33,-1.0
-0.45918367346938777,0.47959183673469385,-1.478928281879856e+16,1.1266709819777818e+33,-1.1266709819777818e+33,-1.0
-0.45918367346938777,0.5,-1.634501442279807e+16,1.1809043185332883e+33,-1.1809043185332883e+33,-1.0
-0.4387755102040816,-0.5,-1.634501442279807e+16,3.3800129460343675e+33,-3.3800129460343675e+33,-1.0
-0.4387755102040816,-0.47959183673469385,-1.634501442279807e+16,3.2322005189469714e+33,-3.2322005189469714e+33,-1.0
-0.4387755102040816,-0.45918367346938777,-1.634501442279807e+16,3.0886416868836394e+33,-3.0886416868836394e+33,-1.0
-0.4387755102040816,-0.4387755102040816,-7.484175010865482e+16,2.9493364498443686e+33,-2.9493364498443686e+33,-1.0
-0.4387755102040816,-0.41836734693877553,-7.329306318729462e+16,2.8142848078291606e+33,-2.8142848078291606e+33,-1.0
-0.4387755102040816,-0.3979591836734694,-7.329306318729462e+16,2.683486760838015e+33,-2.683486760838015e+33,-1.0
-0.4387755102040816,-0.37755102040816324,-7.329306318729462e+16,2.5569423088709318e+33,-2.5569423088709318e+33,-1.0
-0.4387755102040816,-0.35714285714285715,-7.329306318729462e+16,2.4346514519279104e+33,-2.4346514519279104e+33,-1.0
-0.4387755102040816,-0.33673469387755106,-7.329306318729462e+16,2.3166141900089516e+33,-2.3166141900089516e+33,-1.0
-0.4387755102040816,-0.3163265306122449,-7.329306318729462e+16,2.2028305231140548e+33,-2.2028305231140548e+33,-1.0
-0.4387755102040816,-0.29591836734693877,-7.329306318729462e+16,2.0933004512432195e+33,-2.0933004512432195e+33,-1.0
-0.4387755102040816,-0.2755102040816327,-7.329306318729462e+16,1.9880239743964476e+33,-1.9880239743964476e+33,-1.0
-0.4387755102040816,-0.25510204081632654,-7.329306318729462e+16,1.8870010925737377e+33,-1.8870010925737377e+33,-1.0
-0.4387755102040816,-0.23469387755102045,-7.329306318729462e+16,1.79023180577509e+33,-1.79023180577509e+33,-1.0
-0.4387755102040816,-0.2142857142857143,-7.329306318729462e+16,1.6977161140005048e+33,-1.6977161140005048e+33,-1.0
-0.4387755102040816,-0.1938775510204082,-7.329306318729462e+16,1.609454017249982e+33,-1.609454017249982e+33,-1.0
-0.4387755102040816,-0.17346938775510207,-7.329306318729462e+16,1.525445515523521e+33,-1.525445515523521e+33,-1.0
-0.4387755102040816,-0.15306122448979592,-7.329306318729462e+16,1.4456906088211224e+33,-1.4456906088211224e+33,-1.0
-0.4387755102040816,-0.13265306122448983,-7.329306318729462e+16,1.3701892971427863e+33,-1.3701892971427863e+33,-1.0
-0.4387755102040816,-0.11224489795918369,-7.329306318729462e+16,1.2989415804885122e+33,-1.2989415804885122e+33,-1.0
-0.4387755102040816,-0.0918367346938776,-7.329306318729462e+16,1.2319474588583006e+33,-1.2319474588583007e+33,-1.0000000000000002
-0.4387755102040816,-0.07142857142857145,-7.329306318729462e+16,1.1692069322521512e+33,-1.1692069322521514e+33,-1.0000000000000002
-0.4387755102040816,-0.05102040816326536,-7.329306318729462e+16,1.110720000670064e+33,-1.1107200006700642e+33,-1.0000000000000002
-0.4387755102040816,-0.030612244897959218,-7.329306318729462e+16,1.0564866641120393e+33,-1.0564866641120394e+33,-1.0000000000000002
-0.4387755102040816,-0.010204081632653073,-7.329306318729462e+16,1.0065069225780768e+33,-1.006506922578077e+33,-1.0000000000000002
-0.4387755102040816,0.010204081632653073,-7.329306318729462e+16,9.607807760681761e+32,-9.607807760681762e+32,-1.0000000000000002
-0.4387755102040816,0.030612244897959107,-7.329306318729462e+16,9.193082245823387e+32,-9.193082245823388e+32,-1.0000000000000002
-0.4387755102040816,0.05102040816326525,-7.329306318729462e+16,8.820892681205625e+32,-8.820892681205627e+32,-1.0000000000000002
-0.4387755102040816,0.0714285714285714,-7.329306318729462e+16,8.491239066828494e+32,-8.491239066828495e+32,-1.0000000000000002
-0.4387755102040816,0.09183673469387754,-5.850378036849606e+16,8.20412140269198e+32,-8.20412140269198e+32,-1.0
-0.4387755102040816,0.11224489795918358,-5.850378036849606e+16,7.959539688796093e+32,-7.959539688796093e+32,-1.0
-0.4387755102040816,0.13265306122448972,-5.850378036849606e+16,7.757493925140825e+32,-7.757493925140825e+32,-1.0
-0.4387755102040816,0.15306122448979587,-5.850378036849606e+16,7.597984111726185e+32,-7.597984111726185e+32,-1.0
-0.4387755102040816,0.173469387755102,-5.850378036849606e+16,7.481010248552161e+32,-7.481010248552161e+32,-1.0
-0.4387755102040816,0.19387755102040816,-5.850378036849606e+16,7.406572335618765e+32,-7.406572335618765e+32,-1.0
-0.4387755102040816,0.2142857142857142,-5.850378036849606e+16,7.374670372925989e+32,-7.374670372925989e+32,-1.0
-0.4387755102040816,0.23469387755102034,-5.850378036849606e+16,7.385304360473834e+32,-7.385304360473834e+32,-1.0
-0.4387755102040816,0.2551020408163265,-5.849673568585676e+16,7.438474298262305e+32,-7.438474298262305e+32,-1.0
-0.4387755102040816,0.2755102040816326,-5.849673568585676e+16,7.5341801862914e+32,-7.5341801862914e+32,-1.0
-0.4387755102040816,0.29591836734693866,-0.0,7.672422024561117e+32,-7.672422024561117e+32,-1.0
-0.4387755102040816,0.3163265306122448,-0.0,7.853199813071451e+32,-7.853199813071451e+32,-1.0
-0.4387755102040816,0.33673469387755095,-0.0,8.076513551822416e+32,-8.076513551822416e+32,-1.0
-0.4387755102040816,0.3571428571428571,-1.478928281879856e+16,8.342363240814002e+32,-8.342363240814002e+32,-1.0
-0.4387755102040816,0.37755102040816324,-1.478928281879856e+16,8.650748880046209e+32,-8.650748880046209e+32,-1.0
-0.4387755102040816,0.3979591836734693,-1.478928281879856e+16,9.001670469519036e+32,-9.001670469519036e+32,-1.0
-0.4387755102040816,0.4183673469387754,-1.478928281879856e+16,9.395128009232489e+32,-9.395128009232489e+32,-1.0
-0.4387755102040816,0.43877551020408156,-1.478928281879856e+16,9.831121499186567e+32,-9.831121499186567e+32,-1.0
-0.4387755102040816,0.4591836734693877,-1.478928281879856e+16,1.0309650939381265e+33,-1.0309650939381265e+33,-1.0
-0.4387755102040816,0.47959183673469385,-1.478928281879856e+16,1.0830716329816585e+33,-1.0830716329816585e+33,-1.0
-0.4387755102040816,0.5,-1.634501442279807e+16,1.1394317670492532e+33,-1.1394317670492532e+33,-1.0
-0.41836734693877553,-0.5,-1.634501442279807e+16,3.2385809114821013e+33,-3.2385809114821013e+33,-1.0
-0.41836734693877553,-0.47959183673469385,-1.634501442279807e+16,3.0928952819067944e+33,-3.0928952819067944e+33,-1.0
-0.41836734693877553,-0.45918367346938777,-7.484175010865482e+16,2.9514632473555503e+33,-2.9514632473555503e+33,-1.0
-0.41836734693877553,-0.4387755102040816,-7.484175010865482e+16,2.8142848078283685e+33,-2.8142848078283685e+33,-1.0
-0.41836734693877553,-0.41836734693877553,-7.329306318729462e+16,2.681359963325249e+33,-2.681359963325249e+33,-1.0
-0.41836734693877553,-0.3979591836734694,-7.329306318729462e+16,2.5526887138461907e+33,-2.5526887138461907e+33,-1.0
-0.41836734693877553,-0.37755102040816324,-7.329306318729462e+16,2.428271059391196e+33,-2.428271059391196e+33,-1.0
-0.41836734693877553,-0.35714285714285715,-7.329306318729462e+16,2.3081069999602632e+33,-2.3081069999602632e+33,-1.0
-0.41836734693877553,-0.33673469387755106,-7.329306318729462e+16,2.1921965355533927e+33,-2.1921965355533927e+33,-1.0
-0.41836734693877553,-0.3163265306122449,-7.329306318729462e+16,2.080539666170584e+33,-2.080539666170584e+33,-1.0
-0.41836734693877553,-0.29591836734693877,-7.329306318729462e+16,1.973136391811838e+33,-1.973136391811838e+33,-1.0
-0.41836734693877553,-0.2755102040816327,-7.329306318729462e+16,1.8699867124771536e+33,-1.8699867124771536e+33,-1.0
-0.41836734693877553,-0.25510204081632654,-7.329306318729462e+16,1.7710906281665325e+33,-1.7710906281665325e+33,-1.0
-0.41836734693877553,-0.23469387755102045,-7.329306318729462e+16,1.676448138879973e+33,-1.676448138879973e+33,-1.0
-0.41836734693877553,-0.2142857142857143,-7.329306318729462e+16,1.5860592446174766e+33,-1.5860592446174766e+33,-1.0
-0.41836734693877553,-0.1938775510204082,-7.329306318729462e+16,1.4999239453790418e+33,-1.4999239453790418e+33,-1.0
-0.41836734693877553,-0.17346938775510207,-7.329306318729462e+16,1.418042241164669e+33,-1.418042241164669e+33,-1.0
-0.41836734693877553,-0.15306122448979592,-7.329306318729462e+16,1.3404141319743595e+33,-1.3404141319743595e+33,-1.0
-0.41836734693877553,-0.13265306122448983,-7.329306318729462e+16,1.2670396178081114e+33,-1.2670396178081116e+33,-1.0000000000000002
-0.41836734693877553,-0.11224489795918369,-7.329306318729462e+16,1.1979186986659254e+33,-1.1979186986659256e+33,-1.0000000000000002
-0.41836734693877553,-0.0918367346938776,-7.329306318729462e+16,1.1330513745478026e+33,-1.1330513745478027e+33,-1.0000000000000002
-0.41836734693877553,-0.07142857142857145,-7.329306318729462e+16,1.0724376454537413e+33,-1.0724376454537414e+33,-1.0000000000000002
-0.41836734693877553,-0.05102040816326536,-7.329306318729462e+16,1.016077511383743e+33,-1.0160775113837432e+33,-1.0000000000000002
-0.41836734693877553,-0.030612244897959218,-7.329306318729462e+16,9.63970972337806e+32,-9.639709723378062e+32,-1.0000000000000002
-0.41836734693877553,-0.010204081632653073,-7.329306318729462e+16,9.161180283159321e+32,-9.161180283159323e+32,-1.0000000000000002
-0.41836734693877553,0.010204081632653073,-7.329306318729462e+16,8.725186793181202e+32,-8.725186793181203e+32,-1.0000000000000002
-0.41836734693877553,0.030612244897959107,-7.329306318729462e+16,8.331729253443707e+32,-8.331729253443708e+32,-1.0000000000000002
-0.41836734693877553,0.05102040816326525,-7.329306318729462e+16,7.980807663946832e+32,-7.980807663946833e+32,-1.0000000000000002
-0.41836734693877553,0.0714285714285714,-7.329306318729462e+16,7.67242202469058e+32,-7.672422024690581e+32,-1.0000000000000002
-0.41836734693877553,0.09183673469387754,-7.329306318729462e+16,7.406572335674954e+32,-7.406572335674955e+32,-1.0000000000000002
-0.41836734693877553,0.11224489795918358,-7.329306318729462e+16,7.183258596899947e+32,-7.183258596899948e+32,-1.0000000000000002
-0.41836734693877553,0.13265306122448972,-7.329306318729462e+16,7.002480808365566e+32,-7.002480808365568e+32,-1.0000000000000002
-0.41836734693877553,0.15306122448979587,-5.850378036849606e+16,6.864238970071807e+32,-6.864238970071807e+32,-1.0
-0.41836734693877553,0.173469387755102,-5.850378036849606e+16,6.768533082018671e+32,-6.768533082018671e+32,-1.0
-0.41836734693877553,0.19387755102040816,-5.850378036849606e+16,6.715363144206155e+32,-6.715363144206155e+32,-1.0
-0.41836734693877553,0.2142857142857142,-5.850378036849606e+16,6.704729156634263e+32,-6.704729156634263e+32,-1.0
